Chromosome	Chromosome_Coord	FC_FWvsOC
groupXIII	5138964	0.858035416
groupI	3428938	1.144447976
groupXX	6992408	1.068125944
groupXV	2911900	1.123693392
groupI	3488203	1.131881959
groupX	9294190	0.948726606
groupXVI	12866577	0.700790941
groupV	8478124	1.817532444
groupXV	2914987	1.493568486
groupXVI	12874203	0.658493219
groupV	8490065	0.904637172
groupXII	8165930	0.908608962
groupXVII	5465290	0.83697853
groupXVIII	4699004	0.941187095
groupVIII	6972538	0.371423654
groupXVI	12886850	0.822338251
groupXI	3183492	1.216953082
groupXII	8372139	0.532275992
groupXX	7018560	1.156703547
groupV	8533628	0.831713811
groupXVI	12890314	0.870739652
groupVIII	6992932	0.941247094
groupXI	3232969	0.946304723
groupXVI	12901289	0.821323551
groupVIII	7027607	1.026627418
groupXVI	12936029	1.187536063
groupXX	7266630	0.935487987
groupXX	7421930	0.995071093
groupI	3841331	0.954710442
groupXI	3246524	0.575705062
groupXVI	12982950	0.962366709
groupI	3849575	0.918426193
groupXVIII	4770395	0.996009041
groupXVII	5470759	0.767806197
groupXX	7506565	0.965043285
groupXVII	5477216	0.928720911
groupXVI	12995801	1.029378845
groupI	3940548	1.219898719
groupXVIII	4783857	1.01702343
groupVIII	7079521	0.985676664
groupI	4008380	0.933756051
groupXVIII	4795121	0.939663148
groupXI	3270592	1.008368505
groupXX	7537726	0.973123097
groupXIX	7833564	0.689949266
groupXVII	5510147	1.105247452
groupXII	8377209	1.228613339
groupVI	7948875	0.982729578
groupXIX	7873860	0.765730481
groupXX	7571353	0.880574542
groupXVI	13035273	1.005628538
groupX	9318424	1.22419629
groupXI	3309930	1.236761462
groupXVII	5514372	0.881322621
groupXV	2937333	0.721024322
groupXVII	5517228	0.831230093
groupXIX	7929516	0.852578989
groupI	4043899	0.9810585
groupXV	2950194	1.355070513
groupXIII	5158593	1.020888187
groupV	8789046	1.43387492
groupXX	7594976	0.900426072
groupXVII	5525895	1.027290359
groupXVIII	4800456	0.956824704
groupXI	3352712	0.993769037
groupVI	7965984	0.739053278
groupV	8795500	0.871215585
groupXVI	13106376	1.134986342
groupXVII	5541513	1.000772658
groupI	4057622	1.005266951
groupXV	2961626	0.990310631
groupXVII	5547702	0.947361939
groupX	9346078	1.161861232
groupXVI	13143409	1.022428812
groupXVIII	4812082	1.014422754
groupXIX	7970319	0.956018287
groupXI	3364843	0.910203665
groupXX	7651296	1.08406149
groupXI	3377437	1.036049267
groupXIII	5170861	0.93194823
groupXV	2975335	0.364953029
groupVI	7983440	0.731043244
groupVIII	7113015	0.610940311
groupI	4067717	1.215876277
groupVI	7992526	0.660843643
groupVIII	7129362	1.216189555
groupXVIII	4886886	1.029562031
groupXIX	8015425	0.885148583
groupI	4087956	0.965559749
groupXIX	8019175	1.012431932
groupVIII	7159459	1.091802512
groupXI	3395574	0.712485276
groupXX	7662576	0.87287082
groupXX	7686311	0.819285817
groupI	4103280	1.083460568
groupXV	2979158	0.731720347
groupXV	2986919	0.761946476
groupXI	3405788	0.92656302
groupXV	3022134	0.283231783
groupXV	3040309	1.186322342
groupXIII	5175709	1.442432373
groupXVIII	4950665	1.240111724
groupVI	7999331	1.203247821
groupVIII	7187602	1.05591077
groupXVI	13195502	0.838130465
groupXV	3059715	0.999053268
groupXVIII	4968156	0.883532138
groupXIII	5188975	1.125030186
groupXVI	13200066	0.813136459
groupVIII	7198898	1.058362978
groupXVI	13206731	1.030129556
groupXVII	5560186	1.206236304
groupXI	3410625	1.756034679
groupXII	8383007	0.95196696
groupXII	8432046	1.002841837
groupXI	3414763	1.117502288
groupXIX	8035612	0.996495449
groupV	8816258	0.799916554
groupXI	3466764	0.957138173
groupXVII	5581497	1.065357966
groupXVI	13211074	1.145788814
groupXVIII	5002636	0.928966039
groupXI	3471094	0.929595182
groupX	9374296	1.072661719
groupXVI	13328018	0.885589988
groupXVIII	5041498	1.012837054
groupXV	3238933	0.805155597
groupVI	8013703	1.202651215
groupVIII	7218596	1.037287631
groupXII	8539444	1.338350693
groupXV	3248374	1.184735969
groupVIII	7228892	0.472931169
groupXI	3477110	0.979481609
groupXV	3257526	1.007049531
groupXIX	8054062	1.082186074
groupXVI	13408927	0.703773788
groupXI	3481718	1.076043824
groupXV	3277397	0.995759246
groupV	8826310	0.691803318
groupXVIII	5184171	1.113626052
groupX	9449845	1.133654439
groupVI	8019389	0.769699042
groupXIII	5195292	0.962264505
groupXI	3489665	1.248867363
groupXV	3300307	1.074992237
groupVI	8038501	1.373311435
groupXI	3496396	1.486119303
groupVI	8040251	0.957111805
groupXV	3390411	0.987535362
groupXII	8625847	1.981331686
groupXV	3396847	1.052925327
groupVI	8047338	1.060326895
groupXI	3505029	0.710552199
groupXIII	5200346	0.958487946
groupXVIII	5403673	0.855466492
groupI	4120113	0.817808771
groupXIII	5487637	1.106790945
groupXIII	5636065	0.790043171
groupV	8835123	1.051370798
groupX	9495733	0.876015686
groupXII	8645312	0.96387365
groupVIII	7242972	1.518395554
groupXV	3492858	1.586777923
groupV	8879095	1.306508949
groupVIII	7264399	0.925586095
groupXIX	8058464	0.355666937
groupXII	8670461	1.207835258
groupI	4122772	0.979852197
groupXIX	8066358	1.023925851
groupXIX	8073473	1.075475972
groupXVIII	5432530	0.923236537
groupXVI	13634092	0.918036828
groupXIII	5643339	0.998485467
groupI	4125042	0.981938144
groupXVII	5611229	1.352115313
groupXIX	8082502	1.037588665
groupXVI	13639584	1.043987823
groupXIII	5659735	1.026598915
groupXVI	13659404	0.923056975
groupVIII	7430896	0.850632749
groupXVIII	5440134	1.058282995
groupXVI	13675362	1.078667115
groupXVIII	5443938	1.078665013
groupVI	8053295	0.716824047
groupXII	8680167	0.97539207
groupXVIII	5450077	0.943547605
groupXIII	5665579	1.340697276
groupI	4132804	1.054075568
groupXVIII	5475361	0.928018622
groupXII	8696385	0.862147691
groupXIII	5677635	0.907928496
groupV	9082968	0.990923892
groupXI	3524206	1.553085563
groupVIII	7482656	0.849022454
groupV	9091002	0.909415713
groupX	9512423	0.780777433
groupVI	8057068	1.15623559
groupV	9129201	1.091088753
groupXI	3534966	1.500040618
groupVIII	7532312	1.157794363
groupXVII	5657928	1.067021357
groupXVI	13687085	1.14213007
groupXV	3522802	1.099877623
groupXIII	5705095	0.912933106
groupV	9139631	1.238350905
groupVIII	7558332	1.043391795
groupXIII	5708738	0.974296027
groupV	9152198	1.632555084
groupXVIII	5484739	1.031638007
groupV	9160317	1.186619793
groupV	9177064	1.225095678
groupI	4149474	0.829602651
groupXI	3558324	1.222122272
groupXVIII	5495045	1.073785279
groupI	4170308	0.822805554
groupXIX	8088605	1.111812238
groupI	4176899	0.953130365
groupXVIII	5501706	1.069147191
groupI	4186469	1.059169268
groupX	9539505	0.80572773
groupXIII	5728065	0.824275969
groupXVIII	5505375	0.944275646
groupX	9545083	0.893692742
groupXI	3623788	0.773768689
groupXV	3530413	0.936293515
groupXX	7716769	1.425344093
groupXV	3558119	0.978444518
groupXVIII	5548688	0.910476443
groupXVI	13699832	1.349842864
groupI	4197800	0.981024416
groupXVIII	5550397	0.895426988
groupXVI	13732685	1.009100985
groupI	4221143	0.99264132
groupXVIII	5555850	0.939169921
groupXIII	5754557	1.010513059
groupVI	8069311	1.009052873
groupX	9561237	0.809680084
groupV	9192124	1.187676334
groupXI	3662806	1.081413006
groupXV	3590262	1.067810171
groupI	4228507	1.317376769
groupXX	7730995	2.596298899
groupVIII	7566200	0.978940016
groupI	4242779	1.002659057
groupXIII	5772107	1.002030401
groupXI	3687313	0.916044107
groupXV	3654304	1.013637293
groupV	9203055	1.144372112
groupXVI	13768293	1.026589681
groupXX	7747324	0.909889774
groupXII	8714055	0.796552055
groupI	4359945	1.123075546
groupXII	8794142	1.162985026
groupXII	8809595	1.438471222
groupVI	8104945	1.334029289
groupXV	3663525	0.982504401
groupVIII	7583381	0.939518436
groupXVIII	5794165	0.843247491
groupXI	3700856	1.457765235
groupXV	3667255	1.049465528
groupXIX	8133728	0.883110255
groupXV	3687274	0.941293514
groupXVIII	5823685	1.300228229
groupVIII	7701078	1.045269191
groupVIII	7713456	0.87482757
groupXVI	13787627	0.770995863
groupI	4430458	1.118200965
groupVI	8135937	1.209176438
groupXIII	5878820	0.810374685
groupXVIII	5829841	1.415159895
groupX	9574399	1.034020313
groupXX	7775886	1.279667228
groupXII	8831444	0.933640433
groupXVII	5675272	1.013580925
groupVIII	7734862	1.060505342
groupXIX	8143543	0.93406917
groupXII	8859747	0.796924527
groupXX	7791876	0.899598366
groupXVIII	5835509	1.179080858
groupXV	3704755	0.533295546
groupVI	8171807	1.000043736
groupVIII	7745029	0.766006718
groupXV	3710276	1.255734085
groupX	9654321	0.865130502
groupXII	8907729	1.36652971
groupXX	7801708	0.911798285
groupVI	8192968	0.72130038
groupXII	8945050	1.337778058
groupXIII	5923603	0.827708113
groupXV	3728199	1.350411254
groupI	4451726	1.298571276
groupXVI	13928572	0.964640752
groupXVII	5721323	0.629101481
groupXX	7815011	0.942145443
groupXIX	8166643	1.307459217
groupXV	3753036	0.89608352
groupX	9668786	0.813111748
groupV	9209940	0.978605923
groupXIX	8178071	1.0879601
groupXII	9027529	1.104735369
groupXIII	5938783	1.147082093
groupXVII	5745370	1.064639507
groupXVIII	5844171	0.905015534
groupXV	3875664	1.214606073
groupXVII	5755749	1.039177391
groupV	9215161	0.73859279
groupXV	4024335	0.941178716
groupXI	3728846	1.071868403
groupXX	7849871	0.877984404
groupI	4463653	1.076745699
groupV	9218967	1.093063889
groupI	4469544	1.04315225
groupI	4476453	0.936817866
groupX	9719445	0.758830982
groupXVIII	5854853	1.189215356
groupXIII	5991785	1.044365699
groupXVI	13938481	1.100437246
groupXV	4078915	1.08835855
groupI	4483854	1.135108353
groupXV	4095248	1.040524108
groupXVIII	5868173	0.931354437
groupXVII	5806616	1.027113536
groupX	9726395	1.491744503
groupX	9731506	1.035338887
groupXI	3746295	1.129747252
groupI	4488797	1.058389799
groupXIII	6030697	1.155789231
groupVI	8223332	1.350628032
groupX	9736265	1.161855994
groupVI	8232616	0.962480486
groupXIX	8188314	1.28400391
groupXIII	6054513	0.684516567
groupXX	7878700	0.615053901
groupXIII	6083991	0.275370911
groupXII	9103284	1.155807344
groupXX	7878748	0.215133975
groupVI	8239337	1.257827146
groupXX	7880322	0.20833682
groupXVII	5835940	0.941964528
groupV	9244738	0.866547058
groupXIII	6098315	0.024276283
groupXVI	13946009	1.095730443
groupXX	7888474	0.719709972
groupI	4496426	1.073160926
groupXIX	8193701	0.960823119
groupXIII	6118562	0.95564368
groupXX	7897458	1.138790672
groupI	4504304	0.785011073
groupXIX	8199293	1.051200468
groupXVII	5857040	1.014629753
groupXX	7905200	2.643925101
groupV	9282889	0.933900841
groupXX	7910587	1.408038026
groupXVI	14078259	1.082989408
groupXI	3758850	0.870379751
groupVIII	7839076	1.06905151
groupXX	7954948	1.114194762
groupX	9792726	1.213559189
groupXII	9110301	1.171425018
groupX	9797964	1.074064152
groupI	4587007	0.836415495
groupXIII	6154267	1.075160257
groupXI	3798030	1.116493155
groupX	9802995	0.613656932
groupV	9289992	0.946608566
groupXII	9129590	0.577644077
groupXX	8006127	1.497159479
groupV	9295422	1.047896542
groupXX	8018565	1.614948694
groupXII	9136055	0.906586764
groupV	9299990	1.006293382
groupXIX	8205829	0.886421767
groupVIII	7889451	1.21684842
groupXX	8040359	1.114039822
groupV	9308369	1.19839572
groupXV	4100134	0.779745871
groupX	9861153	0.946511799
groupXIX	8220295	1.10085456
groupXI	3819841	1.042515981
groupI	4608615	0.875090347
groupX	9867993	1.026572437
groupI	4620734	0.805393977
groupXVIII	5891597	0.835505127
groupXV	4103696	1.209297772
groupXX	8061763	1.307999413
groupX	9881089	1.175439747
groupI	4710258	0.815081011
groupV	9321029	0.998052898
groupXII	9158950	0.983668279
groupXIII	6173154	1.154988024
groupXVIII	5930500	0.789796813
groupX	9890602	0.997233065
groupXIII	6226768	1.091285728
groupX	9896492	1.06093976
groupXIX	8273771	1.159222931
groupXII	9211597	0.884749796
groupV	9331452	0.952257629
groupI	4737474	1.15690441
groupXIII	6249116	1.232069577
groupXVI	14086435	0.609978175
groupXIII	6257041	0.925542677
groupVIII	7940808	1.342555989
groupX	9901989	1.147086361
groupXII	9385516	1.145398646
groupI	4746687	1.23291123
groupX	9907630	1.250944935
groupXIII	6268312	0.98007876
groupXX	8086423	0.874040665
groupXI	3825715	1.06391734
groupX	9914880	1.212024525
groupXIX	8284853	1.146353409
groupX	9925452	1.126967837
groupXIX	8297665	1.01266996
groupXVII	5937186	1.014340316
groupI	4767813	0.995662031
groupXX	8095102	0.956241309
groupXI	3830709	1.055981512
groupI	4777762	1.038325124
groupVIII	7981789	1.077955187
groupXVI	14103522	0.886792454
groupXVIII	5942600	1.063852396
groupX	9935596	1.299773945
groupVI	8334538	1.250467622
groupXIX	8334710	0.926712952
groupX	9962102	1.006679295
groupXVIII	5971889	1.109709649
groupXV	4107425	1.145002614
groupXV	4111840	0.776455507
groupV	9367125	0.902510772
groupI	4795952	1.046590168
groupXX	8107086	1.032126871
groupXII	9392469	1.086831364
groupXV	4119085	1.152360815
groupXIX	8340411	0.956958216
groupXIII	6276268	0.669942942
groupVIII	8004582	0.733525449
groupXVIII	5988843	0.996818475
groupXX	8115821	0.910049782
groupI	4811146	0.98668001
groupV	9384780	1.04634126
groupXI	3860249	0.576643417
groupXI	3872953	1.000796006
groupVI	8349130	1.119267921
groupXI	3904277	1.18701141
groupXV	4124850	0.793387426
groupX	9978545	1.082532298
groupI	5091271	1.278459642
groupV	9423218	2.102867217
groupVIII	8025213	2.691198717
groupXI	3925104	0.720606848
groupXIX	8381972	1.085500036
groupXVIII	6000020	0.965516036
groupVI	8356684	0.810953418
groupXI	3936137	1.035299765
groupXIII	6400407	0.855163888
groupXI	3938990	0.961086351
groupXX	8126385	0.922881821
groupXX	8128096	0.843127457
groupX	10008972	1.0863046
groupXX	8131817	1.206722846
groupXX	8137689	0.970976083
groupVIII	8054484	0.608437307
groupXI	4045436	1.126827182
groupX	10018868	1.482885432
groupXII	9421835	1.078550837
groupXI	4055017	0.960091624
groupX	10037945	0.845510107
groupXVIII	6005023	1.13803863
groupXIX	8436491	1.081402262
groupXV	4130714	0.981692937
groupXI	4061628	0.969061317
groupVI	8362924	0.887061297
groupVIII	8093848	0.964100449
groupXVIII	6009348	0.96312196
groupX	10045237	0.762331582
groupV	9427928	1.214652116
groupXIII	6433194	1.1633173
groupX	10051427	0.925355272
groupV	9430831	0.530396488
groupXV	4134625	1.056053342
groupV	9436985	0.951325472
groupXI	4066010	1.005050291
groupXX	8141536	0.87798727
groupV	9439932	1.011997427
groupXII	9455080	1.027627393
groupI	5189495	1.496955019
groupX	10088995	0.962366833
groupXV	4142735	0.957447595
groupXI	4082856	1.044269941
groupXIX	8444651	1.175846788
groupV	9447312	1.150165251
groupX	10097269	1.107315781
groupXI	4088395	0.966210795
groupXIX	8458702	1.010027907
groupVIII	8098671	0.810415645
groupXV	4152098	1.217557465
groupXIX	8463800	1.280543388
groupXI	4094164	0.957436157
groupXX	8152361	1.062211127
groupV	9478459	1.046929335
groupXI	4106623	0.96778322
groupXIX	8469557	0.98235443
groupXII	9466470	0.975962355
groupVIII	8118605	1.010968908
groupXV	4155187	0.799220414
groupXIII	6471436	0.886552748
groupXX	8162414	1.259658432
groupX	10183722	1.011490265
groupVI	8367821	1.047035438
groupXIX	8491821	1.201037485
groupVI	8375707	1.001554908
groupXVIII	6015186	1.24911771
groupXI	4115901	0.832564442
groupXX	8168470	1.347700011
groupXII	9471082	0.982807966
groupVIII	8202035	1.308391112
groupXVIII	6040869	0.937843596
groupXV	4166151	1.0801659
groupXI	4128094	1.059676402
groupXX	8181766	0.941093321
groupVIII	8271996	0.693019398
groupVIII	8277774	1.024479141
groupXIII	6478592	1.19007065
groupI	5477300	0.734485755
groupVIII	8299745	2.000130504
groupXIII	6487068	1.17091342
groupXV	4178186	1.180883533
groupXIX	8508758	1.146384472
groupXVI	14117253	1.013372921
groupXI	4183902	0.583572866
groupVI	8384883	0.951276803
groupXX	8199482	1.063652367
groupVIII	8340489	0.683883399
groupXI	4191284	0.985497391
groupXIX	8516107	1.046328474
groupXIII	6499707	0.724052255
groupVI	8397689	1.047367841
groupXII	9483244	0.852072787
groupVI	8405699	0.846108175
groupXIII	6512605	0.865181901
groupXVI	14280022	0.738573803
groupXX	8216970	2.065796842
groupXV	4213637	0.982432787
groupI	5516194	1.527707186
groupXII	9526937	0.88471822
groupXV	4307571	0.983300637
groupVI	8414735	1.107135597
groupVIII	8389749	0.998767302
groupX	10647402	1.23638678
groupXIII	6517496	1.203600506
groupXII	9543787	1.123284497
groupXIII	6522675	1.027843992
groupXX	8227554	1.168869874
groupVI	8435039	1.021604711
groupXI	4218986	1.119184812
groupXIII	6526992	1.349528242
groupXI	4225965	1.219309512
groupXVI	14289438	0.451670761
groupXV	4312030	0.915113845
groupXII	9560914	1.086462784
groupXV	4313717	1.007194848
groupXIII	6534074	1.382088226
groupXVIII	6211282	1.226937029
groupXV	4315464	1.160049388
groupXVI	14318052	0.999993019
groupVI	8447792	0.78893186
groupI	5540130	0.908138572
groupXVII	6063730	1.689835293
groupXII	9602580	0.874240659
groupXI	4230443	0.716287499
groupXVI	14346596	0.739789888
groupXVII	6079941	0.994020962
groupXIX	8520581	1.038675934
groupXIX	8526330	1.075154492
groupX	10673435	2.06177022
groupXI	4237634	1.062135497
groupXX	8236434	1.350502914
groupXVII	6119507	0.915257414
groupXII	9655535	0.797303699
groupXI	4241979	0.862871402
groupXX	8263340	0.629905492
groupXV	4318652	1.021782769
groupXI	4243626	0.896530905
groupXVII	6141444	0.977321168
groupXX	8297010	0.734540278
groupXI	4244776	0.89246761
groupXII	9677638	1.285251976
groupXI	4247165	0.89605256
groupX	10702039	1.265021359
groupXI	4254421	0.972150316
groupI	5545916	0.956616303
groupVI	8456444	0.965043175
groupV	9483269	1.001094899
groupXVII	6185066	0.992065757
groupVI	8559046	1.138598142
groupXII	9689736	0.881996309
groupVIII	8425122	1.103922182
groupXV	4321181	0.915939093
groupXVI	14351599	0.493717768
groupXIX	8535578	1.074066301
groupVIII	8438249	1.433042584
groupI	5555470	0.913896513
groupXII	9719451	0.832207975
groupXIII	7007601	1.164487797
groupXI	4264891	0.855768618
groupXX	8301971	0.97905152
groupXIX	8540474	1.11061434
groupVI	8565245	0.92635914
groupXII	9777836	0.881363324
groupVIII	8448328	1.14366634
groupXV	4328242	1.044578967
groupXII	9808663	0.899243776
groupXVI	14353692	0.967439514
groupI	5563941	1.073896188
groupXV	4347317	0.864101011
groupXX	8449697	1.148656494
groupXIII	7066288	1.1548175
groupXII	9890850	1.287436907
groupV	9496620	1.320850714
groupXVII	6228552	1.021620223
groupXIII	7072804	0.862563986
groupVI	8569240	1.159188548
groupXX	8538152	0.93634244
groupXX	8543456	0.960474359
groupX	11134470	0.37766422
groupXVII	6274578	1.193542039
groupXIII	7087141	1.089546741
groupXX	8550819	1.210126277
groupXVI	14357880	1.047088956
groupV	9508802	0.919351293
groupXX	8557492	0.984373241
groupX	11137927	1.04079137
groupXX	8561674	1.090644074
groupXX	8602376	0.923432506
groupXVII	6276319	1.057965172
groupXV	4429757	0.936578657
groupVI	8600049	0.796083372
groupXIII	7092643	1.058469515
groupXI	4274492	0.885839649
groupXX	8592551	0.649022703
groupXVI	14424098	0.905686246
groupXIX	8571399	0.926999869
groupXI	4289530	0.892321019
groupV	9519610	0.702357049
groupI	5587434	1.271708829
groupXVII	6279934	0.759153062
groupXVII	6283336	0.724305241
groupX	11142924	0.978731295
groupVI	8619219	1.343839723
groupXIX	8588361	0.880045504
groupXVI	14465949	1.171700741
groupXVII	6285791	0.865866758
groupV	9522593	0.880374175
groupI	5683503	1.251033809
groupVI	8662700	0.970853995
groupXVII	6296224	1.359528745
groupV	9530479	1.050155607
groupXI	4322370	1.036416413
groupX	11247090	1.163523248
groupXI	4379709	1.799304493
